Game ID,Player,Leader,Starting Position,Score,Ending Position
1038,@Siroz26 ,Yuna,1,12.7,3
1038,@lavishruin ,Helena,3,-42.8,4
1037,@Lynx ,Beast,4,39.6,1
1037,@Yooliss ,Rhombur,3,7.6,2
1037,@2gonza2 ,Paul,2,-1.3,3
1037,@sean solo ,Hundro,1,-45.8,4
1035,@IFreeMan ,Baron,4,31.5,1
1035,@Yung Savage ,Rhombur,3,8.0,2
1035,@Cabbage Cat ,Hundro,1,-3.0,3
1035,@Spacesuit Spiff ,Yuna,2,-36.5,4
1034,@Yooliss ,Rhombur,2,63.7,1
1034,@IFreeMan ,Ecaz,3,4.0,2
1034,@Cabbage Cat ,Leto,4,-0.1,3
1034,@krompl ,Ariana,1,-67.6,4
1033,@Thuney ,Yuna,2,23.0,1
1033,@SmashCaffe ,Ilban,3,39.8,2
1033,@Yooliss ,Ariana,1,-26.8,3
1033,@Jeremias ,Ilesa,4,-36.0,4
1032,@krompl ,Hundro,1,32.6,1
1032,@Yung Savage ,Rhombur,4,12.9,2
1032,@Thuney ,Beast,3,-25.9,3
1032,@Jeremias ,Baron,2,-19.6,4
1031,@e_jasmins ,Ilban,4,29.1,1
1031,@Katatonic ,Hundro,1,17.2,2
1031,@lux ,Rhombur,2,-10.9,3
1031,@SmashCaffe ,Baron,3,-35.4,4
1030,@Thilina | Deadly ,Tessia,3,42.0,1
1030,@Franz ,Yuna,2,-6.8,2
1030,@djgod79 ,Leto,4,10.2,3
1030,@Jahmin333 ,Hundro,1,-45.4,4
1029,@Rosco ,Rhombur,3,50.0,1
1029,@Yung Savage ,Ecaz,2,1.7,2
1029,@VIVAFRESHAS ,Ilban,4,-23.3,3
1029,@bonda ,Yuna,1,-28.4,4
1028,@Rosco ,Rhombur,3,60.4,1
1028,@Yung Savage ,Ecaz,2,2.0,2
1028,@VIVAFRESHAS ,Ilban,4,-28.2,3
1028,@bonda ,Yuna,1,-34.2,4
1027,@Lonk ,Ecaz,3,47.5,1
1027,@Lisztes ,Helena,1,18.0,2
1027,@lilgreenghouls ,Yuna,2,-40.5,3
1027,@Priceless 🥷 ,Ariana,4,-25.0,4
1026,@Thuney ,Hundro,1,29.8,1
1026,@Alexdenice ,Helena,3,17.2,2
1026,@Zephyron ,Leto,4,-14.8,3
1026,@lux ,Rhombur,2,-32.2,4
1025,@vaggelakos13 ,Tessia,4,45.3,1
1025,@krompl ,Ecaz,2,4.7,2
1025,@Red Bull Baron ,Leto,3,-11.0,3
1025,@ichaplin ,Yuna,1,-39.0,4
1024,@Lio ,Beast,1,44.6,1
1024,@VIVAFRESHAS ,Ilban,2,-12.4,2
1024,@asat0r ,Helena,3,1.8,3
1024,@leonpie ,Baron,4,-34.0,4
1023,@Yung Savage ,Ilban,3,28.5,1
1023,@0TH0N ,Tessia,1,20.2,2
1023,@Renatus ,Ilesa,2,-19.2,3
1023,@Siroz26 ,Beast,4,-29.5,4
1022,@SUPPORTAI ,Ecaz,1,37.1,1
1022,@Zelbot ,Hundro,2,8.6,2
1022,@vaggelakos13 ,Tessia,4,-32.0,3
1022,@rybachello ,Helena,3,-13.7,4
1021,@lux ,Rhombur,2,71.2,1
1021,@Thilina | Deadly ,Yuna,4,5.0,2
1021,@mooshow ,Beast,3,-48.0,3
1021,@SmashCaffe ,Helena,1,-28.2,4
1020,@krompl ,Beast,2,36.2,1
1020,@raimondc ,Leto,1,31.5,2
1020,@cheetos ,Tessia,3,1.6,3
1020,@someproudly ,Ariana,4,-69.2,4
1019,@lilgreenghouls ,Paul,1,31.4,1
1019,@Zelbot ,Beast,2,3.3,2
1019,@Lonk ,Ecaz,4,-15.8,3
1019,@rybachello ,Helena,3,-18.9,4
1018,@ADIBOU ,Leto,4,21.8,1
1018,@Siroz26 ,Yuna,1,44.9,2
1018,@cheetos ,Ilesa,2,-12.6,3
1018,@vintaya ,Beast,3,-54.1,4
1017,@e_jasmins ,Ilban,4,56.5,1
1017,@Vigo ,Tessia,3,15.2,2
1017,@Zelbot ,Helena,2,-36.5,3
1017,@Katatonic ,Beast,1,-35.3,4
1016,@louis🏍🏍🏍 ,Hundro,3,26.4,1
1016,@Franz ,Rhombur,1,-4.9,2
1016,@0TH0N ,Baron,2,3.0,3
1016,@nobody09 ,Helena,4,-24.5,4
1015,@Mythic Wolf ,Yuna,1,49.5,1
1015,@vintaya ,Baron,3,10.8,2
1015,@Siroz26 ,Helena,4,13.8,3
1015,@epsi2lon#0001 ,Hundro,2,-74.1,4
1014,@justinbyun ,Hundro,2,14.1,1
1014,@e_jasmins ,Yuna,1,33.6,2
1014,@ghsusur ,Leto,3,-22.7,3
1014,@osongbio ,Ilban,4,-25.0,4
1013,@vaggelakos13 ,Rhombur,3,49.5,1
1013,@IFreeMan ,Tessia,4,9.0,2
1013,@Intruz ,Beast,2,-20.5,3
1013,@Lonk ,Hundro,1,-38.0,4
1012,@maxcobain ,Tessia,3,17.6,1
1012,@Martell ,Ariana,2,30.1,2
1012,@rybachello ,Helena,1,1.4,3
1012,@nobody09 ,Paul,4,-49.1,4
1011,@ichaplin ,Ilban,1,62.4,1
1011,@Franz ,Ariana,2,-3.0,2
1011,@devzzzy ,Leto,3,-23.5,3
1011,@waata ,Paul,4,-35.9,4
1010,@epsi2lon#0001 ,Tessia,4,35.5,1
1010,@fweak ,Paul,1,19.1,2
1010,@devzzzy ,Baron,3,-34.5,3
1010,@lux ,Helena,2,-20.1,4
1009,@Matija01 ,Rhombur,4,52.2,1
1009,@IFreeMan ,Ilban,2,-6.5,2
1009,@Jackal ,Yuna,1,-4.4,3
1009,@nobody09 ,Baron,3,-41.3,4
1008,@vaggelakos13 ,Ilban,3,54.6,1
1008,@Franz ,Tessia,2,0.4,2
1008,@someproudly ,Hundro,1,-37.8,3
1008,@lux ,Helena,4,-17.2,4
1007,@Katatonic ,Beast,3,70.2,1
1007,@Clover.C ,Paul,4,28.7,2
1007,@waata ,Tessia,2,-18.4,3
1007,@devzzzy ,Hundro,1,-80.4,4
1005,@ball ,Hundro,2,31.7,1
1005,@vintaya ,Rhombur,1,11.9,2
1005,@cheetos ,Ariana,4,-16.7,3
1005,@rybachello ,Ecaz,3,-26.9,4
1004,@mooshow ,Ariana,3,44.4,1
1004,@CrazyApple ,Baron,2,-14.5,2
1004,@IFreeMan ,Tessia,1,-18.5,3
1004,@SmashCaffe ,Ecaz,4,-11.4,4
1003,@rybas_h3 ,Hundro,1,28.8,1
1003,@Narballs ,Tessia,4,19.7,2
1003,@cheetos ,Ariana,3,4.2,3
1003,@ball ,Baron,2,-52.7,4
1002,@CrazyApple ,Ariana,4,20.7,1
1002,@someproudly ,Beast,2,7.9,2
1002,@Zelbot ,Helena,3,-11.7,3
1002,@mmcmullen ,Hundro,1,-16.8,4
1001,@justinbyun ,Beast,4,20.5,1
1001,@Ruffians_17 ,Ilban,1,33.4,2
1001,@Cabbage Cat ,Helena,3,0.5,3
1001,@Red Bull Baron ,Ariana,2,-54.4,4
1000,@CrazyApple ,Leto,2,9.7,1
1000,@waata ,Ilban,4,24.5,2
1000,@osongbio ,Ilesa,3,7.4,3
1000,@mmcmullen ,Ariana,1,-41.6,4
999,@Spacesuit Spiff ,Ecaz,4,57.0,1
999,@Yooliss ,Memnon,3,14.2,2
999,@darkdinner ,Paul,2,-37.8,3
999,@SmashCaffe ,Hundro,1,-33.4,4
998,@Pooky ,Ecaz,4,31.5,1
998,@darkdinner ,Yuna,1,17.4,2
998,@friachi ,Baron,2,-1.1,3
998,@Yung Savage ,Ilban,3,-47.7,4
997,@Marcinek ,Ariana,4,45.5,1
997,@darkdinner ,Hundro,3,0.3,2
997,@Kazixxx ,Leto,1,2.3,3
997,@lavishruin ,Helena,2,-48.2,4
995,@Yung Savage ,Ilban,4,39.4,1
995,@dragalar ,Tessia,3,25.6,2
995,@krompl ,Hundro,1,-39.8,3
995,@Priceless 🥷 ,Beast,2,-25.3,4
994,@devzzzy ,Tessia,2,31.1,1
994,@cheesable ,Ecaz,4,20.5,2
994,@junkratsmurfbaby ,Rhombur,3,2.9,3
994,@Thilina | Deadly ,Ariana,1,-54.5,4
993,@friachi ,Tessia,3,49.3,1
993,@Cabbage Cat ,Leto,1,19.0,2
993,@vintaya ,Hundro,2,-23.0,3
993,@e_jasmins ,Helena,4,-45.3,4
992,@krompl ,Tessia,2,24.8,1
992,@Marcinek ,Ariana,3,17.6,2
992,@Kazixxx ,Leto,1,-6.9,3
992,@Jeremias ,Helena,4,-35.5,4
991,@MortimerSmith ,Ariana,4,50.1,1
991,@Zelbot ,Helena,1,-3.5,2
991,@killer ,Hundro,2,-11.2,3
991,@0TH0N ,Leto,3,-35.3,4
990,@MortimerSmith ,Ilban,4,47.4,1
990,@e_jasmins ,Baron,3,18.7,2
990,@vintaya ,Hundro,2,-31.5,3
990,@Katatonic ,Tessia,1,-34.6,4
989,@torbtheorb ,Ilban,4,51.4,1
989,@devzzzy ,Ariana,2,2.2,2
989,@Jahmin333 ,Baron,3,-1.8,3
989,@Yung Savage ,Ecaz,1,-51.7,4
988,@Thuney ,Hundro,1,51.5,1
988,@justinbyun ,Beast,3,-14.7,2
988,@Londonerd ,Ilban,4,-11.5,3
988,@SmashCaffe ,Tessia,2,-25.2,4
987,@someproudly ,Ilban,4,32.7,1
987,@VIVAFRESHAS ,Tessia,3,20.5,2
987,@In Flames ,Beast,1,-4.1,3
987,@Thuney ,Baron,2,-49.0,4
986,@dinosmaroulis ,Helena,1,34.6,1
986,@someproudly ,Ilban,4,0.5,2
986,@VIVAFRESHAS ,Tessia,3,-15.5,3
986,@Sweetsale90 ,Leto,2,-19.7,4
985,@darkdinner ,Ariana,4,22.0,1
985,@e_jasmins ,Hundro,1,19.5,2
985,@Bananadogg ,Baron,3,-20.4,3
985,@Watson ,Rhombur,2,-21.1,4
984,@Thilina | Deadly ,Tessia,1,59.7,1
984,@justinbyun ,Hundro,3,-7.1,2
984,@BenitoMax ,Beast,4,12.9,3
984,@Franz ,Rhombur,2,-65.6,4
983,@VIVAFRESHAS ,Rhombur,3,35.8,1
983,@Vasya ,Baron,4,0.5,2
983,@vin1987123 ,Beast,2,6.7,3
983,@Sweetsale90 ,Yuna,1,-43.1,4
982,@TheJoshwag ,Ariana,1,46.8,1
982,@Lonk ,Yuna,2,27.5,2
982,@lilgreenghouls ,Ilban,3,-25.5,3
982,@vaggelakos13 ,Rhombur,4,-48.8,4
981,@darkdinner ,Ilban,4,29.1,1
981,@cheesable ,Rhombur,3,2.8,2
981,@Priceless 🥷 ,Helena,2,0.5,3
981,@rybachello ,Baron,1,-32.5,4
980,@krompl ,Tessia,2,29.5,1
980,@In Flames ,Baron,4,14.0,2
980,@Mythic Wolf ,Ecaz,1,-12.0,3
980,@Malafiel ,Ilesa,3,-31.6,4
979,@IFreeMan ,Hundro,1,35.4,1
979,@Thilina | Deadly ,Yuna,2,19.5,2
979,@BenitoMax ,Ariana,3,5.3,3
979,@Vasya ,Helena,4,-60.2,4
978,@Benten ,Hundro,3,22.0,1
978,@chernyadev ,Leto,2,33.7,2
978,@killer ,Baron,4,-10.8,3
978,@nobody09 ,Ecaz,1,-44.8,4
977,@epsi2lon#0001 ,Tessia,2,47.2,1
977,@fweak ,Rhombur,4,28.4,2
977,@IFreeMan ,Yuna,1,-34.7,3
977,@waata ,Paul,3,-40.9,4
976,@someproudly ,Ariana,3,30.9,1
976,@bale ,Rhombur,1,17.7,2
976,@BenitoMax ,Leto,2,4.8,3
976,@khisanthas ,Helena,4,-53.5,4
975,@Zelbot ,Leto,3,33.3,1
975,@VIVAFRESHAS ,Tessia,1,13.8,2
975,@emocat ,Baron,4,-8.2,3
975,@chernyadev ,Memnon,2,-39.0,4
974,@Franz ,Ariana,1,16.9,1
974,@BenitoMax ,Baron,3,37.1,2
974,@Lisztes ,Yuna,2,-11.0,3
974,@Priceless ,Ecaz,4,-43.0,4
973,@someproudly ,Tessia,1,28.4,1
973,@chernyadev ,Yuna,2,26.2,2
973,@nobody09 ,Ilban,4,-22.6,3
973,@rybachello ,Hundro,3,-32.1,4
972,@IFreeMan ,Tessia,4,40.1,1
972,@waata ,Paul,3,32.9,2
972,@Zelbot ,Helena,1,-24.7,3
972,@VIVAFRESHAS ,Baron,2,-48.3,4
971,@khisanthas ,Hundro,2,53.6,1
971,@louis🏍🏍🏍 ,Baron,1,-5.1,2
971,@Ajokli ,Ilban,4,-21.5,3
971,@Malafiel ,Leto,3,-27.0,4
970,@ADIBOU ,Ariana,4,34.7,1
970,@darkdinner ,Hundro,3,9.5,2
970,@Ponz47 ,Ecaz,2,-1.3,3
970,@tester ,Baron,1,-42.9,4
969,@Franz ,Ariana,3,16.5,1
969,@Fatcats69 ,Hundro,2,23.2,2
969,@asat0r ,Yuna,1,14.4,3
969,@Ruffians_17 ,Ecaz,4,-54.1,4
968,@Red Bull Baron ,Baron,1,60.6,1
968,@tester ,Ilban,4,42.1,2
968,@CrazyApple ,Tessia,2,-49.3,3
968,@IFreeMan ,Ecaz,3,-53.3,4
